"parent equipment class name","equipment class name","equipment class definition","abstract class flag","CFIHOS unique id","spare part info required","reason for having class","synonym","created date","modified date","terminated date","change request number","status"
"electrical equipment class","earthing boss","An electrical conductor that is used to connect the earthing system to structure.","no","CFIHOS-30000335","no",,"grounding boss","2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z",,"CR0005;CR0012;CR0030;CR0029;FR60","STANDARD"
"actuator","electric actuator","An actuator that produces a specified movement when excited by an electric signal.","no","CFIHOS-30000336","yes",,,"2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z",,"CR0002;CR0005;CR0011;CR0029;CR0030;FR60","STANDARD"
"electrical equipment class","electric battery","An electric accumulator that comprises one or more cells fitted with devices necessary for use, for example case, terminals, marking and protective devices.","no","CFIHOS-30000337","no",,"battery","2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z",,"CR0005;CR0012;CR0030;CR0029;FR60","STANDARD"
"electrical equipment class","electric generator","An energy transducer that transforms non-electric energy into electric energy.","no","CFIHOS-30000338","yes",,"generator","2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z",,"CR0005;CR0009;CR0028;CR0029;CR0030;FR60","STANDARD"
"electrical equipment class","electric heater","A heater in which electric energy is converted into heat for useful purposes.","no","CFIHOS-30000339","no",,,"2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z",,"CR0005;CR0030;CR0029;FR60","STANDARD"
"motor","electric motor","An electric machine for transforming electric energy into mechanical energy.","no","CFIHOS-30000340","yes",,,"2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z",,"CR0005;CR0009;CR0028;CR0029;CR0030;FR60","STANDARD"
"electrical equipment class","electric plug","An electrical connector designed to be inserted into a suitable socket to establish an electrical connection","no","CFIHOS-30000341","no",,,"2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z","2021-10-12T14:57:36.093Z","CR0005;CR0012;CR0029;FR60","TERMINATED"
"electrical equipment class","electrical heating element","An electrical conductor in which heat is produced by the passage of an electric current through a resistance.","no","CFIHOS-30000342","yes",,"anti-condensation heater","2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z","2021-10-12T14:57:36.093Z","CR0005;CR0012;CR0028;CR0029;FR60","TERMINATED"
"electrical equipment class","electrical motor starter","A starter in which the force for closing the main contacts is provided exclusively by electrical energy.","no","CFIHOS-30000343","no",,,"2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z",,"CR0005;CR0030;CR0029;FR60","STANDARD"
"electrical equipment class","electrical socket","An electrical connector in which the terminals of an electricity supply are inside holes made to receive the pins of a plug.","no","CFIHOS-30000344","yes",,"electric socket outlet","2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z",,"CR0005;CR0012;CR0030;CR0029;FR60","STANDARD"
"electrical equipment class","electronic frequency converter","An electronic ac converter for changing the frequency.","no","CFIHOS-30000345","yes",,,"2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z",,"CR0005;CR0030;CR0029;FR60","STANDARD"
"electrical equipment class","electronic power inverter","An electronic converter that changes direct electric current to single-phase or polyphase alternating currents.","no","CFIHOS-30000346","yes",,"power inverter","2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z",,"CR0005;CR0012;CR0030;CR0029;FR60","STANDARD"
"electrical equipment class","floodlight","A projector providing a beam of intense illumination.","no","CFIHOS-30000347","yes",,,"2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z",,"CR0005;CR0030;CR0029;FR60","STANDARD"
"electrical equipment class","fuse","A physical object that by the fusing of one or more of its specially designed and proportioned components, opens the circuit in which it is inserted by breaking the current when this exceeds a given value for a sufficient time.","no","CFIHOS-30000348","yes",,,"2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z",,"CR0005;CR0030;CR0029;FR60","STANDARD"
"electrical equipment class","heating cable","An electric cable, that is also an electric heater, with or without a shield or a metallic sheath, intended to give off heat for heating purposes.","no","CFIHOS-30000349","no",,"electric cable; heat tracing","2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z",,"CR0005;CR0012;CR0030;CR0029;FR60","STANDARD"
"electrical equipment class","high-pass filter","An electrical filter having a single pass-band extending from a specified cut-off frequency upwards.","no","CFIHOS-30000350","yes",,,"2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z",,"CR0005;CR0030;CR0029;FR60","STANDARD"
"health, safety and environment equipment class","interlocking device","A physical object that makes the operation of a piece of equipment dependent upon the condition, position or operation of one or more other pieces of equipment.","no","CFIHOS-30000351","yes",,,"2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z",,"CR0005;CR0012;CR0030;CR0029;FR60","STANDARD"
"other mechanical equipment","isolator","A physical object that isolates.","no","CFIHOS-30000352","yes",,,"2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z",,"CR0005;CR0030;CR0029;FR60","STANDARD"
"enclosure","junction box","A physical object that is a closed, rigid box or casing used to enclose and protect the junctions of electric wires or cables.","no","CFIHOS-30000353","yes",,,"2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z",,"CR0005;CR0030;CR0029;FR60","STANDARD"
"general instrument","lamp","A physical object intended to produce an optical radiation, usually visible.","no","CFIHOS-30000354","yes",,,"2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z",,"CR0005;CR0030;CR0029;FR60","STANDARD"
"electrical equipment class","lantern lamp","A lamp specially made for warning and information in the sea and air traffic.","no","CFIHOS-30000355","yes",,,"2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z","2021-10-12T14:57:36.093Z","CR0005;CR0012;CR0029;FR60","TERMINATED"
"electrical equipment class","low-pass filter","An electrical filter having a single pass-band extending from zero frequency to a specified cut-off frequency.","no","CFIHOS-30000356","yes",,,"2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z",,"CR0005;CR0030;CR0029;FR60","STANDARD"
"electrical equipment class","luminaire","A physical object that is an electric light and its fittings.","no","CFIHOS-30000357","yes",,"light fitting; lighting","2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z",,"CR0005;CR0012;CR0030;CR0029;FR60","STANDARD"
"electrical equipment class","magnet","A physical object intended to have an external magnetic field.","no","CFIHOS-30000358","yes",,,"2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z","2021-10-12T14:57:36.093Z","CR0005;CR0012;CR0029;FR60","TERMINATED"
"general instrument","mechanical switching device","A switching device designed to close and open one or more electric circuits by means of separable contacts.","no","CFIHOS-30000359","no",,,"2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z","2021-10-12T14:57:36.093Z","CR0002;CR0029;FR60","TERMINATED"
"electrical equipment class","power cable","An electric cable intended for transmission of electric power.","no","CFIHOS-30000360","no",,"electric cable","2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z",,"CR0005;CR0012;CR0030;CR0029;FR60","STANDARD"
"electrical equipment class","power supply unit","A physical object intended to supply electric power according to specified levels and tolerances.","no","CFIHOS-30000361","yes",,,"2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z",,"CR0005;CR0012;CR0030;CR0029;FR60","STANDARD"
"electrical equipment class","transformer","A transformer that, by electromagnetic induction, transforms a system of alternating voltage and current into another system of voltage and current usually of different values and at the same frequency for the purpose of transmitting electrical power.","no","CFIHOS-30000362","yes",,,"2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z",,"CR0005;CR0012;CR0029;CR0030;FR60;FR69","STANDARD"
"electrical equipment class","rectifier","An electric converter for converting an alternating current into a direct current.","no","CFIHOS-30000363","yes",,"power rectifier; alternator","2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z",,"CR0005;CR0012;CR0030;CR0029;FR60","STANDARD"
"electrical equipment class","relay","A physical object that can be any electrical device, usually incorporating an electromagnet, whereby a current or signal in one circuit can open or close another circuit.","no","CFIHOS-30000364","yes",,,"2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z",,"CR0005;CR0030;CR0029;FR60","STANDARD"
"electrical equipment class","signal cable","An electric cable intended for  transmission of electric signals.","no","CFIHOS-30000365","no",,"cable","2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z",,"CR0005;CR0012;CR0030;CR0029;FR60","STANDARD"
"electrical equipment class","signal lamp","A lamp that is a means of illuminating a signal aspect, such as an electric, an oil, or a gas fuelled lamp","no","CFIHOS-30000366","yes",,,"2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z","2021-10-12T14:57:36.093Z","CR0005;CR0012;CR0029;FR60","TERMINATED"
"electrical equipment class","solar power station","A power station producing electrical energy from solar radiation directly by photovoltaic effect, or indirectly by thermal transformation.","no","CFIHOS-30000367","no",,,"2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z","2021-10-12T14:57:36.093Z","CR0005;CR0012;CR0029;FR60","TERMINATED"
"electrical equipment class","solenoid","An electromagnetic coil, which is a cylindrical coil, the length of which is much greater than its transverse dimensions and which is used to produce a magnetic field.","no","CFIHOS-30000368","yes",,,"2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z",,"CR0005;CR0030;CR0029;FR60","STANDARD"
"switchgear and controlgear","switchboard","A switchgear and controlgear bearing a set of switches for connecting and disconnecting the various circuits of an electrical system, as of a telegraph, telephone, etc.","no","CFIHOS-30000369","yes",,,"2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z",,"CR0005;CR0012;CR0029;CR0030;FR60","STANDARD"
"electrical equipment class","switchgear and controlgear","A physical object that is a general term covering switching devices and their combination with associated control, measuring, protective and regulating equipment, also assemblies of such devices and equipment with associated interconnections, accessories, enclosures and supporting structures.","no","CFIHOS-30000370","no",,,"2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z",,"CR0005;CR0012;CR0029;CR0030;FR60","STANDARD"
"IT and telecom equipment","telephone","A physical object that converts sound signals into corresponding variations of electric current (or potential), which is transmitted by wire or radio to a distant point where it is reconverted into sound.","no","CFIHOS-30000371","yes",,,"2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z",,"CR0005;CR0030;CR0029;FR60","STANDARD"
"detector","temperature detector","A detector intended to detect temperature.","no","CFIHOS-30000372","yes",,,"2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z",,"CR0002;CR0005;CR0014;CR0030;CR0029;FR60","STANDARD"
"electrical equipment class","thermostatic switch","A pilot switch whose function is controlled by variations of temperature and whose contacts make or break automatically a load circuit when the temperature of the ambient space in which its sensing element placed or the temperature of the surface on which it is fixed reaches a predetermined value.","no","CFIHOS-30000373","no",,"thermostat; heat trace thermostat; local controller","2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z",,"CR0005;CR0012;CR0030;CR0029;FR60","STANDARD"
"electrical equipment class","thyristor","A semiconductor device that is a three-terminal semiconductor rectifier made up of four layers, p-n-p-n, so that when the fourth is positive with respect to the first, a voltage pulse applied to the third layer initiates a flow of current through the device which continues as long as it is greater than some minimum value.","no","CFIHOS-30000374","yes",,,"2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z",,"CR0005;CR0030;CR0029;FR60","STANDARD"
"electrical equipment class","trip amplifier","A pilot switch intended to create a switch action at a pre-set value.","no","CFIHOS-30000375","yes",,,"2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z",,"CR0005;CR0030;CR0029;FR60","STANDARD"
"electrical equipment class","ups unit","An ac power supply unit that maintains a continuous supply of electric power to the equipment it protects.","no","CFIHOS-30000376","no",,"uninterruptible power supply","2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z",,"CR0005;CR0012;CR0030;CR0029;FR60","STANDARD"
"electrical equipment class","variable speed drive unit","A physical object that consists of an electric motor and controller that is used to adjust the motor's operating speed.","no","CFIHOS-30000377","no",,"variable frequency drive","2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z",,"CR0005;CR0012;CR0030;CR0029;FR60","STANDARD"
"transmitter","vibration transmitter","A transmitter of which the output is proportional to a measured vibration.","no","CFIHOS-30000378","yes",,,"2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z",,"CR0002;CR0005;CR0014;CR0030;CR0029;FR60","STANDARD"
"transmitter","weight transmitter","A transmitter for weighing large quantities of material, and of which the output is proportional to the measured weight. .","no","CFIHOS-30000380","yes",,,"2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z",,"CR0002;CR0005;CR0014;CR0030;CR0029;FR60","STANDARD"
"tool","welding set","A physical object for arc welding, either ac or dc, comprising a supply unit and a regulator.","no","CFIHOS-30000381","yes",,,"2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z",,"CR0005;CR0030;CR0029;FR60","STANDARD"
"electrical equipment class","air conditioner","A physical object that is intended to bring air to a specified quality.","no","CFIHOS-30000382","yes",,"air conditioning unit; hvac","2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z",,"CR0005;CR0012;CR0030;CR0029;FR60","STANDARD"
"heat exchanger","air cooled heat exchanger","A cooler that is intended to use air as the cooling medium.","no","CFIHOS-30000383","yes","Required by owner-operators",,"2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z",,"CR0005;CR0013;CR0028;CR0029;CR0030;FR60","STANDARD"
"heat exchanger","boiler","An indirect contact heat exchanger that is intended to heat a liquid.","no","CFIHOS-30000384","yes",,,"2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z",,"CR0005;CR0030;CR0029;FR60","STANDARD"
"heat exchanger","condenser","A cooler that is intended to change a vapour to liquid.","no","CFIHOS-30000385","no",,,"2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z",,"CR0005;CR0030;CR0029;FR60","STANDARD"
"heat exchanger","cooler","A heat exchanger that is intended to cool a physical object.","no","CFIHOS-30000386","yes",,,"2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z",,"CR0005;CR0030;CR0029;FR60","STANDARD"
"heat exchanger","cooling tower","A cooler and an air cooled heat exchanger that is a tall structure through which air circulates by convection.","no","CFIHOS-30000387","yes",,,"2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z",,"CR0005;CR0030;CR0029;FR60","STANDARD"
"other mechanical equipment","drier","A drier is a physical object that is intended to remove absorbed or adsorbed liquid or water vapour below saturation state.","no","CFIHOS-30000388","yes",,,"2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z",,"CR0005;CR0030;CR0029;FR60","STANDARD"
